,dia,isbn,PNL,Titulo,Autor,Chancela,pvp,pvp_livro_do_dia,desconto_livrdia_perc,Participant_Name,stand
179,2021-08-26,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
180,2021-08-27,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
181,2021-08-28,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
182,2021-08-29,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
183,2021-08-30,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
184,2021-08-31,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
185,2021-09-06,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
186,2021-09-01,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
187,2021-09-02,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
188,2021-09-03,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
189,2021-09-04,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
190,2021-09-05,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
191,2021-09-07,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
192,2021-09-08,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
193,2021-09-09,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
194,2021-09-10,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
195,2021-09-11,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
196,2021-09-12,9789898219480,,A Defesa De Lisboa,Francisco Sousa Lobo,Tribuna Da História,58.5,29.25,50.0,Principia | Lucerna,D45
197,2021-09-10,9789897602535,,A Definição De Arte,Aires De Almeida,Plátano Editora S.A,10.6,5.3,50.0,Plátano Editora,A16
198,2021-09-01,9789724086804,,A Democracia Em Portugal,Paulo Trigo Pereira,Almedina,19.9,15.92,19.999999999999996,Grupo Almedina,B68
199,2021-09-01,9789722533898,,A Denúncia,John Grisham,Bertrand,17.7,8.85,50.0,Bertrand Editora,B14
200,2021-09-02,9789899870666,,À Descoberta Da Sua  Assinatura De Alma,Panache Desai,Self Editora,17.95,8.97,50.02785515320334,Self Editora,C19
201,2021-09-12,9789899870666,,À Descoberta Da Sua  Assinatura De Alma,Panache Desai,Self Editora,17.95,8.97,50.02785515320334,Self Editora,C19
202,2021-09-12,9789896942397,,A Desigualdade No Mundo,Branko Milanovic,Actual Editora,19.9,11.94,40.0,Grupo Almedina,B68
203,2021-08-30,9789720044945,,A Desumanização,Valter Hugo Mãe,Porto Editora,16.6,8.3,50.0,Porto Editora,B16
204,2021-09-04,9789720044945,,A Desumanização,Valter Hugo Mãe,Porto Editora,16.6,8.3,50.0,Porto Editora,B16
205,2021-09-09,9789720044945,,A Desumanização,Valter Hugo Mãe,Porto Editora,16.6,8.3,50.0,Porto Editora,B16
206,2021-09-12,9789898917652,,A Deusa Da Vingança,Sara Blædel,Topseller,19.99,12.0,39.969984992496244,20|20 Editora,D64
207,2021-08-27,9789898958518,,A Dieta Anticancro: Ed. Revista,Magda Roma,Influência,16.59,9.95,40.02411091018686,20|20 Editora,C37
208,2021-09-10,9789722363945,✅,A Distância Entre Nós,"Rachael Lippincott, Mikki Daughtry, Tobias Iaconis",Editorial Presença,15.9,7.95,50.0,Editorial Presença,A81
209,2021-09-04,9789725649428,,A Divina Comédia,Dante Alighieri,Quetzal,24.4,12.2,50.0,Bertrand Editora,A39
210,2021-09-12,9789725649428,,A Divina Comédia,Dante Alighieri,Quetzal,24.4,12.2,50.0,Bertrand Editora,A39
211,2021-09-03,9789897161407,,A Economia De Francisco,João César Das Neves,Principia,24.9,12.45,50.0,Principia | Lucerna,D47
212,2021-08-26,9789720048981,,A Educação De Eleanor,Gail Honeyman,Porto Editora,17.7,8.85,50.0,Porto Editora,A33
213,2021-09-03,9789720048981,,A Educação De Eleanor,Gail Honeyman,Porto Editora,17.7,8.85,50.0,Porto Editora,A33
214,2021-09-08,9789720048981,,A Educação De Eleanor,Gail Honeyman,Porto Editora,17.7,8.85,50.0,Porto Editora,A33
215,2021-09-11,9789720048981,,A Educação De Eleanor,Gail Honeyman,Porto Editora,17.7,8.85,50.0,Porto Editora,A33
216,2021-09-02,9789896410391,,A Educação Sentimental,Gustave Flaubert,Relógio D’água Editores,18.17,10.0,44.96422674738581,Relógio D’água Editores,A129
217,2021-09-01,9729800421,,A Ermida Manuelina De São Roque,"Alexandre País, Joaquim O. Caetano, José Seabra De Carvalho, Maria Filomena Ramalho,Nuno Vassalo E Silva, Teresa Freitas Morna",Scml,17.0,10.2,40.0,Santa Casa Da Misericórdia De Lisboa,B02
218,2021-09-11,9788498715774,,A Escada,,Oqo Editora,13.5,10.0,25.925925925925924,Estúdio Didáctico – Edinok,D01
219,2021-08-27,9789725306086,✅,A Escavadora E A Flor,Joseph Kuefler,Bizâncio,11.9,6.0,49.57983193277311,Bizâncio,D33
220,2021-09-05,9789725306086,✅,A Escavadora E A Flor,Joseph Kuefler,Bizâncio,11.9,6.0,49.57983193277311,Bizâncio,D33
221,2021-09-12,9789725306086,✅,A Escavadora E A Flor,Joseph Kuefler,Bizâncio,11.9,6.0,49.57983193277311,Bizâncio,D33
222,2021-09-08,9789898819048,,A Escola,Paulo Chitas,Ffms - Fundação Francisco Manuel Dos Santos,3.5,1.75,50.0,F. Francisco Manuel Dos Santos,C03
223,2021-09-06,507550129093,,A Escrita,Paulo Da Costa Domingos,&Etc,11.0,6.6,40.0,Livraria Letra Livre,D21
224,2021-08-26,9789896445973,,A Escrita Da História,José Mattoso,Temas E Debates,18.8,9.4,50.0,Bertrand Editora,B22
225,2021-09-03,9789896445973,,A Escrita Da História,José Mattoso,Temas E Debates,18.8,9.4,50.0,Bertrand Editora,B22
226,2021-09-02,9789896662370,,À Escuta Dos Amantes,Júlio Machado Vaz,Contraponto,16.6,8.3,50.0,Bertrand Editora,B26
227,2021-09-07,9789727086443,,A Espuma Dos Dias,Boris Vian,Relógio D’água Editores,16.0,9.0,43.75,Relógio D’água Editores,A127
228,2021-09-01,9789727089345,,A Estrada,Cormac Mccarthy,Relógio D’água Editores,17.5,10.0,42.857142857142854,Relógio D’água Editores,A125
229,2021-08-28,9789896443344,✅,A Estranha Ordem Das Coisas,António Damásio,Temas E Debates,21.9,10.95,50.0,Bertrand Editora,B22
230,2021-09-05,9789896443344,✅,A Estranha Ordem Das Coisas,António Damásio,Temas E Debates,21.9,10.95,50.0,Bertrand Editora,B22
231,2021-08-26,9789896941482,,A Estratégia Oceano Azul,"Renée Mauborgne, W. Chan Kim",Actual Editora,19.9,11.94,40.0,Grupo Almedina,B68
232,2021-09-01,9789722352796,,A Estreia,Paula Pimenta,Editorial Presença,15.9,7.95,50.0,Editorial Presença,B58
233,2021-09-04,9789897161551,,"A Ética Comunitarista - Exposição, Análise Crítica",Joaquim Cardoso Pinheiro,Principia,19.9,9.95,50.0,Principia | Lucerna,D47
234,2021-09-07,9789896418434,,A Expulsão Do Outro,Byung-Chul Han,Relógio D’água Editores,15.0,9.0,40.0,Relógio D’água Editores,A121
235,2021-08-28,9789720728678,✅,A Fada Dos Dentes,Luísa Ducla Soares,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
236,2021-08-31,9789720728678,✅,A Fada Dos Dentes,Luísa Ducla Soares,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
237,2021-09-05,9789720728678,✅,A Fada Dos Dentes,Luísa Ducla Soares,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
238,2021-09-10,9789720728678,✅,A Fada Dos Dentes,Luísa Ducla Soares,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
239,2021-08-27,9789895451906,,A Família Anjos. Modelo De Ascensão Social E Económica No Século Xix,Alexandra De Carvalho Antunes,Mazu Press,48.0,28.8,40.0,Espaço Dos Pequenos Editores,C01
240,2021-09-06,9789895451906,,A Família Anjos. Modelo De Ascensão Social E Económica No Século Xix,Alexandra De Carvalho Antunes,Mazu Press,48.0,28.8,40.0,Espaço Dos Pequenos Editores,C01
241,2021-08-30,9789896685843,,A Família Do Prédio Vermelho 1,Karina Yan Glaser,Booksmile,14.99,8.99,40.0266844563042,20|20 Editora,C33
242,2021-08-30,9789720711298,,A Festa Da Princesa,-,Porto Editora,13.9,6.95,50.0,Porto Editora,B10
243,2021-09-04,9789720711298,,A Festa Da Princesa,-,Porto Editora,13.9,6.95,50.0,Porto Editora,B10
244,2021-09-09,9789720711298,,A Festa Da Princesa,-,Porto Editora,13.9,6.95,50.0,Porto Editora,B10
245,2021-09-02,9789896685492,,A Filha Esquecida,Armando Lucas Correa,Topseller,16.99,10.2,39.96468510888758,20|20 Editora,C27
246,2021-09-03,9789895246090,,A Física Da Opinião,"Da Cruz, João Pires",Chiado Books,14.0,10.0,28.57142857142857,Grupo Editorial Atlântico,D40
247,2021-08-27,9789725304808,✅,A Física Do Futuro-Como A Ciência...,Michio Kaku,Bizâncio,16.0,8.0,50.0,Bizâncio,D31
248,2021-09-03,9789725304808,✅,A Física Do Futuro-Como A Ciência...,Michio Kaku,Bizâncio,16.0,8.0,50.0,Bizâncio,D31
249,2021-09-10,9789725304808,✅,A Física Do Futuro-Como A Ciência...,Michio Kaku,Bizâncio,16.0,8.0,50.0,Bizâncio,D31
250,2021-09-08,9789898917805,,A Floresta Do Mal,M. J. Arlidge,Topseller,20.99,12.59,40.01905669366364,20|20 Editora,D64
251,2021-09-02,9789898809438,,A Força Do Silêncio - 2ª Ed.,Robert Sarah,Lucerna,19.95,9.98,49.97493734335839,Principia | Lucerna,D45
252,2021-09-08,9789727089246,,"A Gaivota, O Tio Vânia, Três Irmãs, O Ginjal",Anton Tchékhov,Relógio D’água Editores,16.15,9.0,44.27244582043343,Relógio D’água Editores,A70
253,2021-09-05,9788417222505,,A Garagem Do Gus,Leo Timmers,Harperkids,13.9,8.34,40.0,Vasp Premium,A46
254,2021-09-04,9789898688683,,A Gata E A Fábula,Fernanda Botelho,Abysmo,17.0,10.5,38.23529411764706,Abysmo | Arranha-Céus,D39
255,2021-08-31,9789896688387,,A Grande Aventura No Oceano,-,Lilliput,11.99,9.59,20.016680567139286,20|20 Editora,D56
256,2021-08-28,9789899736283,,A Grande Bebedeira,René Daumal,Dois Dias Edições,15.0,9.0,40.0,Saguão | Dois Dias | Ymago,C53
257,2021-09-10,9789899736283,,A Grande Bebedeira,René Daumal,Dois Dias Edições,15.0,9.0,40.0,Saguão | Dois Dias | Ymago,C53
258,2021-09-03,9789722537674,,A Grande Caçada,Robert Jordan,Bertrand,22.2,11.1,50.0,Bertrand Editora,A25
259,2021-09-02,9789898980076,,A Grande Dama Do Chá,Fernando Sobral,Arranha-Céus,15.0,9.0,40.0,Abysmo | Arranha-Céus,D39
260,2021-09-06,9789722537018,,A Grande Família Europeia,Karin Bojs,Bertrand,19.9,9.95,50.0,Bertrand Editora,A23
261,2021-09-01,9789724252162,,A Grande Solidão,Kristin Hannah,Círculo De Leitores,18.9,11.34,40.0,Círculo De Leitores,B24
262,2021-08-26,9789895315291,,A Grande Travessia -,Helena Fraga E Armindo Coelho Da Silva,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
263,2021-08-27,9789895315291,,A Grande Travessia -,Helena Fraga E Armindo Coelho Da Silva,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
264,2021-08-28,9789895315291,,A Grande Travessia -,Helena Fraga E Armindo Coelho Da Silva,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
265,2021-08-29,9789895315291,,A Grande Travessia -,Helena Fraga E Armindo Coelho Da Silva,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
266,2021-08-30,9789895315291,,A Grande Travessia -,Helena Fraga E Armindo Coelho Da Silva,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
267,2021-09-08,9789898917782,,A Guerra Aqui Tão Perto,Monica Hesse,Topseller,18.79,11.28,39.96806812134114,20|20 Editora,C27
268,2021-08-29,9789896896102,,A Guerra Nos Balcãs 2.ª Ed.,Carlos Branco,Edições Colibri,17.0,10.5,38.23529411764706,Edições Colibri,A30
269,2021-09-11,9789898917553,✅,A Guerra Que Me Ensinou A Viver,Kimberly Brubaker Bradley,Topseller,19.99,12.0,39.969984992496244,20|20 Editora,D62
270,2021-09-01,9789722529778,,A Herança De Judas,James Rollins,Bertrand,18.8,9.4,50.0,Bertrand Editora,B04
271,2021-09-11,9789724251820,,A Herança De Uma Mulher,Danielle Steel,Círculo De Leitores,17.49,10.49,40.02287021154945,Círculo De Leitores,B24
272,2021-08-30,9729127956,,A Herança Filipina Em Portugal,Carlos Margaça Veiga,Clube Do Colecionador Dos Ctt,40.0,24.0,40.0,Ctt,A19
273,2021-09-01,9729127999,,A Herança Romana Em Portugal,Carlos Fabião,Clube Do Colecionador Dos Ctt,40.0,24.0,40.0,Ctt,A19
274,2021-09-07,9789895640041,,A Herdeira De Winterwood,Sarah E. Ladd,Topseller,17.69,10.61,40.02261164499718,20|20 Editora,C29
275,2021-09-04,9789898866653,✅,A História Das Abelhas,Maja Lunde,Minotauro,17.9,10.74,40.0,Grupo Almedina,B68
276,2021-08-28,9789722525770,,A História De Uma Serva,Margaret Atwood,Bertrand,18.8,9.4,50.0,Bertrand Editora,B04
277,2021-08-31,9789899021341,,A História Do Super Laminhas Na Casa Maria Lamas,Emanuel Carvalho,"Scml, 2021",12.0,9.6,20.000000000000004,Santa Casa Da Misericórdia De Lisboa,B02
278,2021-08-31,9789896897468,,A História Natural De Portugal,João Cabral,Edições Colibri,16.0,10.0,37.5,Edições Colibri,A30
279,2021-09-07,9789727086535,,A Hora Da Estrela,Clarice Lispector,Relógio D’água Editores,13.0,7.0,46.15384615384615,Relógio D’água Editores,A123
280,2021-08-30,9789724048017,,A Ideia De Justiça,Amartya Sen,Almedina,27.9,16.74,40.0,Grupo Almedina,B68
281,2021-09-04,9789726292890,,A Igualdade Nas Relações De Trabalho,Maria Do Rosário Palma Ramalho,AAFDL Editora,17.0,10.2,40.0,AAFDL Editora,B31
282,2021-09-05,9789726082514,,A Ilha,,Antígona,18.0,10.8,40.0,Antígona,A42
283,2021-09-06,9789899634022,,A Ilha,Giani Stuparich,Ahab,11.0,6.6,40.0,Livraria Letra Livre,D21
284,2021-08-27,9789899722859,,A Ilha De Caribou,David Vann,Ahab,15.0,9.0,40.0,Livraria Letra Livre,D21
285,2021-08-26,9789899722828,,A Ilha De Sukkwan,David Vann,Ahab,14.0,8.4,40.0,Livraria Letra Livre,D21
286,2021-09-02,9789896960285,,A Ilha Do Tesouro - Primeiros Clássicos Pomar,Robert Louis Stevenson,Pomar,7.99,4.79,40.05006257822278,Vasp Premium,A46
287,2021-09-03,9788498712964,,A Ilha Dos Caranguejos-Violinistas,,Oqo Editora,15.5,11.5,25.806451612903224,Estúdio Didáctico – Edinok,D01
288,2021-08-30,9789897224751,,A Ilíada De Homero Adaptada Para Jovens,Frederico Lourenço,Quetzal,16.6,8.3,50.0,Bertrand Editora,B04
289,2021-09-03,9789897225673,✅,A Imortal Da Graça,Filipe Homem Fonseca,Quetzal,17.7,8.85,50.0,Bertrand Editora,A37
290,2021-09-08,9789897225673,✅,A Imortal Da Graça,Filipe Homem Fonseca,Quetzal,17.7,8.85,50.0,Bertrand Editora,A37
291,2021-08-26,9789720044358,✅,A Inaudita Guerra Da Avenida Gago Coutinho,Mário De Carvalho,Porto Editora,13.3,6.65,50.0,Porto Editora,B16
292,2021-09-03,9789720044358,✅,A Inaudita Guerra Da Avenida Gago Coutinho,Mário De Carvalho,Porto Editora,13.3,6.65,50.0,Porto Editora,B16
293,2021-09-08,9789720044358,✅,A Inaudita Guerra Da Avenida Gago Coutinho,Mário De Carvalho,Porto Editora,13.3,6.65,50.0,Porto Editora,B16
294,2021-09-11,9789720044358,✅,A Inaudita Guerra Da Avenida Gago Coutinho,Mário De Carvalho,Porto Editora,13.3,6.65,50.0,Porto Editora,B16
295,2021-08-29,9789720048332,✅,A Incrível Fuga Do Meu Avô,David Walliams,Porto Editora,15.5,7.75,50.0,Porto Editora,B08
296,2021-09-01,9789720048332,✅,A Incrível Fuga Do Meu Avô,David Walliams,Porto Editora,15.5,7.75,50.0,Porto Editora,B08
297,2021-09-06,9789720048332,✅,A Incrível Fuga Do Meu Avô,David Walliams,Porto Editora,15.5,7.75,50.0,Porto Editora,B08
298,2021-08-28,9788498711059,,A Incrível História Da Meninapássaro...,,Oqo Editora,14.0,10.5,25.0,Estúdio Didáctico – Edinok,D01
299,2021-09-07,9789726096771,,A Incrível História Do Mundo,Vários,Selecções,39.95,23.97,40.00000000000001,Vasp Premium,A46
300,2021-09-10,9789897544675,,A Incrível Limpeza Do Fígado E Da Vesícu,Andreas Moritz,Marcador Editora,19.5,9.75,50.0,Editorial Presença,B62
301,2021-09-09,9789728968854,,A Indústria Têxtil Portuguesa,António Pereira,Clube Do Colecionador Dos Ctt,37.0,22.2,40.0,Ctt,A19
302,2021-09-12,507550129076,,A Insurreição Dos Corpos,Paulo Navarro Costa,&Etc,10.0,6.0,40.0,Livraria Letra Livre,D21
303,2021-09-07,9789898522283,,A Inteligência Da Alma,José Maria Doria,Edições Mahatma,20.0,13.0,35.0,Edições Mahatma,D10
304,2021-09-11,9789725403013,,A Inteligência Das Leis,Joana Arnault,Universidade Católica Editora,23.22,6.97,69.98277347114556,Universidade Católica Editora,B80
305,2021-09-05,9789896410704,,A Interpretação Dos Sonhos,Sigmund Freud,Relógio D’água Editores,30.28,18.0,40.554821664464995,Relógio D’água Editores,A121
306,2021-09-07,9789896443955,✅,A Invenção Da Ciência,David Wooton,Temas E Debates,29.9,14.95,50.0,Bertrand Editora,B20
307,2021-08-31,9789896443412,,A Invenção Da Natureza,Andrea Wulf,Temas E Debates,19.9,9.95,50.0,Bertrand Editora,B20
308,2021-09-08,9789896443412,,A Invenção Da Natureza,Andrea Wulf,Temas E Debates,19.9,9.95,50.0,Bertrand Editora,B20
309,2021-09-10,9789896419486,✅,A Invenção Ocasional,Elena Ferrante,Relógio D’água Editores,17.0,10.0,41.17647058823529,Relógio D’água Editores,A119
310,2021-09-10,9789899005297,,A Jornada Da Heroína Pelo Zodíaco,Ana Alpande,Edições Mahatma,19.0,15.2,20.000000000000004,Edições Mahatma,D10
311,2021-09-11,9789898864697,,A Justiça De Yerney,Ivan Cankar,Cavalo De Ferro,13.29,7.97,40.0300978179082,20|20 Editora,D52
312,2021-09-05,9789728781606,,A Lagartinha Muito Comilona,Eric Carle,Kalandraka,15.0,9.0,40.0,Kalandraka,C15
313,2021-09-07,9789898928030,,A Leitora Incomum,Alan Bennett,Imprensa Da Universidade De Lisboa,14.9,8.94,40.0,Imprensa Universidade Lisboa,D49
314,2021-08-26,9789898886132,,A Lesão Do Ligamento Cruzado Anterior No Atleta Jovem,Basil Ribeiro,Federação Portuguesa De Futebol,12.0,6.0,50.0,Cultura Editora,A24
315,2021-09-08,9789896685133,,A Libertação Da Alma: O Oráculo,Michael A. Singer,Nascente,23.99,14.39,40.01667361400583,20|20 Editora,C23
316,2021-09-10,9786588868027,,A Linha Como Linguagem - O Repertorio Do Visivel,"Alejandra Dubovik, Alejandra Cipitelli",Phorte Editora,30.01,18.01,39.98667110963012,Booki | Sabooks,B25
317,2021-09-01,9789898342591,,A Linha Do Vale Do Sabor,Vários,Lema D'origem - Editora,19.0,12.92,32.0,Lema D’origem Editora,D22
318,2021-08-28,9789898268334,,A Literatura E O Mal,Georges Bataille,Letra Livre,15.0,9.0,40.0,Livraria Letra Livre,D21
319,2021-09-10,9781447294832,,A Little Life,Hanya Yanagihara,Pan Macmillan Uk,11.85,7.11,40.0,Fnac,A05
320,2021-09-04,9789896686055,,A Livraria Dos Dias Passados,Amy Meyerson,Topseller,19.99,12.0,39.969984992496244,20|20 Editora,C27
321,2021-09-09,9789898809780,,A Longa Solidão,Dorothy Day,Lucerna,18.5,9.25,50.0,Principia | Lucerna,D45
322,2021-08-30,9789895479238,,A Lua,Joachim Kalka,Bazarov,13.0,10.4,20.0,Livros De Bordo,D35
323,2021-09-08,9789895479238,,A Lua,Joachim Kalka,Bazarov,13.0,10.4,20.0,Livros De Bordo,D35
324,2021-09-11,9789895479238,,A Lua,Joachim Kalka,Bazarov,13.0,10.4,20.0,Livros De Bordo,D35
325,2021-08-26,9789722231824,,A Lua De Joana,Maria Teresa Maia Gonzalez,Verbo,12.5,7.5,40.0,Babel,A02
326,2021-09-03,9789722231824,,A Lua De Joana,Maria Teresa Maia Gonzalez,Verbo,12.5,7.5,40.0,Babel,A02
327,2021-08-27,9789724420578,✅,A Luta Pelo Poder,"Evans, Richard",Edições 70,39.9,23.94,40.0,Grupo Almedina,B68
328,2021-08-29,9789720032539,✅,A Luz De Pequim,Francisco José Viegas,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
329,2021-09-01,9789720032539,✅,A Luz De Pequim,Francisco José Viegas,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
330,2021-09-06,9789720032539,✅,A Luz De Pequim,Francisco José Viegas,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
331,2021-09-05,9788498713350,,A Mâe Do Herói,,Oqo Editora,15.5,11.5,25.806451612903224,Estúdio Didáctico – Edinok,D01
332,2021-08-27,9789896655273,,A Magia Do Silêncio,Kankyo Tannier,Arena (Prh),15.5,9.3,40.0,Penguin Random House,A109
333,2021-09-10,9789896655273,,A Magia Do Silêncio,Kankyo Tannier,Arena (Prh),15.5,9.3,40.0,Penguin Random House,A109
334,2021-08-27,9789896652296,✅,A Mala Misteriosa Do Senhor Benjamin,Pe-Yu Chang,Nuvem De Letras,13.9,8.34,40.0,Penguin Random House,A107
335,2021-09-03,9789896164942,,A Mão Do Diabo,"Santos, Jose Rodrigues Dos",Gradiva,22.0,13.2,40.0,Gradiva,B64
336,2021-08-28,9789720047335,,A Máquina De Fazer Espanhóis,Valter Hugo Mãe,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
337,2021-08-31,9789720047335,,A Máquina De Fazer Espanhóis,Valter Hugo Mãe,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
338,2021-09-05,9789720047335,,A Máquina De Fazer Espanhóis,Valter Hugo Mãe,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
